Gatenavn,Kommentar,Dato,Tidpunkt,lat,lon
SKAUSNARET,Hele,26.04.2023,07.00-19.00,59.8324483,10.8045767
SKEDSMOGATA,Trapp V/Normannsgata,12.05.2023,07.00-19.00,59.9132184,10.7830963
SKEDSMOGATA,Trapp V/Nr13,12.05.2023,07.00-19.00,59.9132184,10.7830963
SKEDSMOGATA,Norderhovgata – Snuplass,15.05.2023,07.00-19.00,59.9132184,10.7830963
SKIBAKKEVEIEN,Hele,09.05.2023,07.00-19.00,59.9593218,10.7626946
SKIFERVEIEN,Hele,21.04.2023,07.00-19.00,59.8714776,10.8120032
SKIGARDVEIEN,Hele,02.05.2023,07.00-19.00,59.8903907,10.8151689
SKILLEBEKK,Gabels Gt – Framnesvn,27.04.2023,07.00-19.00,59.91400110000001,10.7151726
SKJERSTADVEIEN,Hele,02.05.2023,07.00-19.00,59.9437687,10.6655364
SKJOLDVEIEN,Hele,09.05.2023,07.00-19.00,59.9650585,10.7595984
SKOGBRYNET,Hele,26.05.2023,07.00-19.00,59.9178283,10.6462091
SKOGFARET,Hele,17.04.2023,07.00-19.00,59.9305648,10.64066
SKOGHOLTVEIEN,Dovresvingen – Raschsvei,18.04.2023,07.00-19.00,59.8803256,10.7951083
SKOGHOLTVEIEN,Raschsvei – snuplass,21.04.2023,07.00-19.00,59.8803256,10.7951083
SKOGROVEIEN,Hele,18.04.2023,07.00-19.00,59.883132,10.7880971
SKOGRYGGVEIEN,Hele,16.05.2023,07.00-19.00,59.9569071,10.6913616
SKOGVOLLVEIEN,Hele,12.05.2023,07.00-19.00,59.9334328,10.8125929
SKOLEBAKKEN,Hele,26.04.2023,07.00-19.00,59.9540593,10.7696819
SKOLESTIEN,Hele,15.05.2023,07.00-19.00,59.9467997,10.7056804
SKOLEVEIEN,Hele,20.04.2023,07.00-19.00,59.8833105,10.7847804
SKOVVEIEN,Frognerveien – Riddervolds Gate,13.04.2023,19.00-07.00,59.9181788,10.7186053
SKOVVEIEN,Briskebyvn – Ukjent Gt /Uranienborg Kirke,19.04.2023,07.00-19.00,59.9181788,10.7186053
SKOVVEIEN,Frognerveien – Bygdøy Allé,27.04.2023,07.00-19.00,59.9181788,10.7186053
SKRABBEN,Hele,09.05.2023,07.00-19.00,59.8987917,10.8362638
SKRENTEN,PARKERING,10.05.2023,19.00-07.00,59.8798857,10.7733309
SKULLERUDBAKKEN,Hele,25.04.2023,19.00-07.00,59.8636301,10.8354013
SKULLERUDDUMPA,PARKERING,09.05.2023,19.00-07.00,59.86194339999999,10.8323219
SKULLERUDVEIEN,Johan Scaffenbergsvei – Enebakkveien,08.05.2023,19.00-07.00,59.8698995,10.8346219
SKURONNVEIEN,Hele,02.05.2023,07.00-19.00,59.8920326,10.8189059
SKÅDALSVEIEN,Fra skogryggveien,16.05.2023,07.00-19.00,59.9594248,10.6943226
SKÅDALSVEIEN,til Skogryggveien,16.05.2023,07.00-19.00,59.9594248,10.6943226
SKØYEN ALLÉ,Til Nr. 8,05.05.2023,07.00-19.00,59.9032107,10.8286286
SKØYENBAKKEN,Hele,05.05.2023,07.00-19.00,59.9073298,10.8253228
SKØYENBRYNET,Hele,05.05.2023,07.00-19.00,59.9083163,10.8438719
SKØYENKROKEN,Hele,08.05.2023,07.00-19.00,59.8982426,10.8398494
SKØYENVEIEN,Hele,19.04.2023,07.00-19.00,59.9311812,10.6904106
SKØYENVINGEN,Hele,19.04.2023,07.00-19.00,59.9301774,10.6915448
SKØYENÅSVEIEN,Hele,08.05.2023,07.00-19.00,59.8980722,10.8411928
SLALÅMVEIEN,Hele,17.04.2023,07.00-19.00,59.9339229,10.6539996
SLEDEMEIEN,Hele,19.04.2023,19.00-07.00,59.939237,10.8492808
SLEMDALSVEIEN,Risalleèn-Apalveien,13.04.2023,19.00-07.00,59.9403302,10.7040655
SLEMDALSVEIEN,Harald Hårfagres Gate – Apalveien,17.04.2023,19.00-07.00,59.9403302,10.7040655
SLEMDALSVEIEN 87-91,Hele,18.04.2023,07.00-19.00,59.9471333,10.7109998
SLEMDASVINGEN,Hele,15.05.2023,07.00-19.00,59.9484234,10.7029618
SLETTELØKKA,Rødtvedtveien – Sperring,24.04.2023,07.00-19.00,59.9468724,10.8481917
SLETTELØKKA,Utfartsveien – Sperring,16.05.2023,07.00-19.00,59.9468724,10.8481917
SLIMEVEIEN,Hele,01.05.2023,19.00-07.00,59.8292371,10.8366852
SLOREÅSEN,Hele,25.04.2023,07.00-19.00,59.843748,10.7952613
SLYNGVEIEN,Hele,02.05.2023,07.00-19.00,59.9428761,10.679678
SMALVOLLVEIEN,Hele,26.04.2023,19.00-07.00,59.9176415,10.8349705
SMEDBERGVEIEN,Hele,09.05.2023,07.00-19.00,59.8844798,10.8180309
SMEDGATA,Jens Bjelkes Gate – Enden,15.05.2023,07.00-19.00,59.9129781,10.7699051
SMEDSTUSVINGEN,Hele,20.04.2023,07.00-19.00,59.8893414,10.7769481
SMESTADHAGAN,Hele,02.05.2023,07.00-19.00,59.9402286,10.6793941
SMESTADVEIEN,rv168 - Munkengveien,12.05.2023,07.00-19.00,59.9376593,10.6873314
SMITHSVINGEN,Hele,25.04.2023,07.00-19.00,59.9397555,10.6674925
SMIUVEGEN,Hele,05.05.2023,07.00-19.00,59.9549013,10.9236163
SMÅLENSGATA,Vålerenggata – Enebakkveien,11.05.2023,07.00-19.00,59.9067766,10.7842064
SNARGANGEN,Hele,27.04.2023,07.00-19.00,59.9505423,10.6433091
SNIPEMYRVEIEN,Hele,27.04.2023,07.00-19.00,59.8201184,10.8372947
SNIPP-MØLLERS VEI,Hele,08.05.2023,07.00-19.00,59.8934634,10.8544975
SNORRES GATE,Bolteløkka Allé – Enden,25.04.2023,07.00-19.00,59.92809,10.7343501
SNØGGVEIEN,Hele,26.04.2023,07.00-19.00,59.8304855,10.8099694
SOELVOLDS VEI,Hele,25.05.2023,07.00-19.00,59.9281873,10.6809254
SOFIENBERGGATA,Fossveien – Toftes Gate,12.05.2023,07.00-19.00,59.9217702,10.7659492
SOFIES GATE,Dalsbergstien – Louises Gate,16.04.2023,19.00-07.00,59.9259481,10.7344796
SOFIES GATE,Stensberggata – Ullevålsveien,24.04.2023,07.00-19.00,59.9259481,10.7344796
SOFIES PLASS,Sofies Gate – Dalsbergstien,16.04.2023,19.00-07.00,59.9232986,10.7359759
SOFIES PLASS,Parkeringsplasser V/Sofies Gate,16.04.2023,07.00-19.00,59.9232986,10.7359759
SOGNSVANNSVEIEN,Klaus Torgårdsvei og helt inn,13.04.2023,19.00-07.00,59.9529874,10.7160022
SOGNSVEIEN,RING3-KIRKEVEIEN,18.04.2023,19.00-07.00,59.950432,10.7298727
SOGNSVEIEN,Ullevålsveien – Kirkeveien Inkl Sløyfe,10.05.2023,19.00-07.00,59.950432,10.7298727
SOLBAKKEN ALLÉ,Hele,26.04.2023,07.00-19.00,59.9428533,10.9194492
SOLBAKKEVEIEN,Hele,03.05.2023,07.00-19.00,59.9031964,10.8121518
SOLBERGLIVEIEN,Damfaret – Godliaveien,05.05.2023,07.00-19.00,59.9062361,10.8410178
SOLBERGLIVEIEN,Ytre Ringvei – Godliaveien,08.05.2023,07.00-19.00,59.9062361,10.8410178
SOLEFALLSVEIEN,Tore Hunds Vei – Angsgar Sørlies Vei,03.05.2023,07.00-19.00,59.9196654,10.7832009
SOLEGLAD,Hele,09.05.2023,07.00-19.00,59.9440119,10.8889955
SOLEMSKOGVEIEN,Hele (inn til p-plass),26.04.2023,19.00-07.00,59.9750015,10.8018712
SOLFJELLHØGDA,PARKERING,10.05.2023,19.00-07.00,59.8985646,10.8000321
SOLHAUGGATA,Trapp V/Trondheimsveien,12.05.2023,07.00-19.00,59.9241532,10.7723483
SOLHAUGGATA,Fjellgata – Sars Gate,12.05.2023,07.00-19.00,59.9241532,10.7723483
SOLHEIMGATA,Halvdan Svartes Gt – Gimleveien,14.04.2023,07.00-19.00,59.9215511,10.70136
SOLKROKEN,Hele,10.05.2023,07.00-19.00,59.9185544,10.8185146
SOLLERUDVEIEN,Hele,26.05.2023,07.00-19.00,59.9183998,10.6423716
SOLLI PLASS,Solli Plass – 5 X 20 Meter,13.04.2023,19.00-07.00,59.9149031,10.718982
SOLLIGATA,Cort Adlers Gate – Observatoriegata,13.04.2023,07.00-19.00,59.9141858,10.7198509
SOLLIGRENDA,Hele,04.05.2023,07.00-19.00,59.9639372,10.7764294
SOLSKINNSVEIEN,Hele,12.05.2023,07.00-19.00,59.9410259,10.6900612
SOLSTUGRENDA,Hele,20.04.2023,07.00-19.00,59.9135815,10.8494418
SOLVEIEN,Ljabruveien – Cappelesvei,14.04.2023,07.00-19.00,59.8697405,10.7873717
SOLVEIEN,Cappelensvei – Kongsveien,17.04.2023,07.00-19.00,59.8697405,10.7873717
SOLÅSVEIEN,Hele,05.05.2023,07.00-19.00,59.9085883,10.8421571
SOMMERROGATA,Frognerveien – Henrik Ibsens Gt,13.04.2023,19.00-07.00,59.9150861,10.7190858
SONDREVEGEN,Hele,25.04.2023,07.00-19.00,59.9361394,10.6666828
SONS GATE,Norderhovgata – Enden,05.05.2023,07.00-19.00,59.9145426,10.7812377
SOPHUS AARS` VEI,Hele,28.04.2023,07.00-19.00,59.9464358,10.80179
SOPHUS LIES GATE,Bygdøy Allé – Thomas Heftyes Gate,18.04.2023,07.00-19.00,59.9161688,10.7069217
SORGENFRIGATA,Suhms Gate – Majorstuveien,17.04.2023,07.00-19.00,59.9284618,10.7206532
SPEKTRUMVEIEN,Hele,10.05.2023,07.00-19.00,59.9153003,10.8159523
SPIKERVEIEN,Hele,26.04.2023,07.00-19.00,59.9520097,10.7697401
SPIRALEN,Hele,13.04.2023,07.00-19.00,59.8655031,10.7888478
SPIREAVEIEN,Hele,15.05.2023,07.00-19.00,59.9350317,10.8032281
SPONHOGGBAKKEN,Hele,24.04.2023,07.00-19.00,59.9237558,10.63133
SPONHOGGVEIEN,Hele,24.04.2023,07.00-19.00,59.9220404,10.631951
SPONSTUGRENDA,Hele,26.04.2023,07.00-19.00,59.8307631,10.8127558
SPONSTUVEIEN,Hele,26.04.2023,07.00-19.00,59.8331753,10.811001
SPORTSSTIEN,Hele,25.04.2023,07.00-19.00,59.9468601,10.9143066
SPORTSVEIEN,Hele,17.04.2023,07.00-19.00,59.9275304,10.6355322
SPORVEISGATA,Thereses Gate – Bogstadveien,13.04.2023,19.00-07.00,59.9260707,10.728165
SPÅNGBERGVEIEN,Hele,03.05.2023,07.00-19.00,59.9405637,10.7455032
ST GEORGSVEI,Hele,25.05.2023,07.00-19.00,59.9281745,10.6698643
ST. EDMUNDS VEI,Harbitzalleèn- bekkefaret,19.05.2023,07.00-19.00,59.925123,10.6666548
ST. HALVARDS GATE,Oslo Gate – Dyvekes Vei,11.05.2023,19.00-07.00,59.9062414,10.7757394
ST. HALVARDS GATE,Dyvekes Vei – Dalehaugen,27.04.2023,19.00-07.00,59.9062414,10.7757394
ST. HANSHAUGEN,Colletts Gate – Geitmyrsveien,03.05.2023,07.00-19.00,59.9287522,10.7416782
ST. HANSHAUGEN,Trapp V/Resturant/Uteservering,03.05.2023,07.00-19.00,59.9287522,10.7416782
ST. HANSHAUGEN,Trapp Nedre Fortau Mot Bussholdeplass Ullevålsvn,03.05.2023,07.00-19.00,59.9287522,10.7416782
ST. HANSHAUGEN,Trapp Nedre Fortau Mot Knut Knutsens Plass,03.05.2023,07.00-19.00,59.9287522,10.7416782
ST. JØRGENS VEI,Grenseveien – Ende /Sløyfe,05.05.2023,07.00-19.00,59.9219873,10.7966021
ST. OLAVS GATE,Pilestredet – Ullevålsveien,08.05.2023,19.00-07.00,59.9179385,10.7382429
ST. OLAVS GATE,Pilestredet – Holbergsgate,19.04.2023,19.00-07.00,59.9179385,10.7382429
ST. OLAVS PLASS,Langes Gate – Munchs Gate,08.05.2023,19.00-07.00,59.9179587,10.7403565
ST. SUNNIVAS GATE,Thomas Heftyes Gate – Fritzners Gate,18.04.2023,07.00-19.00,59.9163042,10.7051559
STAFFELDTS GATE,Sven Bruns Gt – Wergelandsvn,09.05.2023,19.00-07.00,59.9188753,10.7323643
STALLERUDVEIEN,Hele,10.05.2023,07.00-19.00,59.8760942,10.8447509
STAMHUSVEIEN,Hele,18.04.2023,19.00-07.00,59.8970964,10.7820508
STANDARDVEIEN,Hele,17.04.2023,19.00-07.00,59.9242639,10.8108886
STANSEVEIEN,Hele,07.05.2023,19.00-07.00,59.9480408,10.8787645
STARVEIEN,Hele,05.05.2023,07.00-19.00,59.9419846,10.9364256
STASJONSALLMENNINGEN,"Trapp V/ Bru Over Jernbanespor Oslo S, Ved Barcode",08.05.2023,19.00-07.00,59.9084197,10.7586318
STASJONSALLMENNINGEN,Schweigaards Gate – Bispegata,08.05.2023,19.00-07.00,59.9084197,10.7586318
STASJONSVEIEN,Sørkedalsveien-Risallèen,02.05.2023,19.00-07.00,59.9517027,10.6723334
STATSRÅD MATHIESENS VEI,Hele,13.04.2023,19.00-07.00,59.9397611,10.8341226
STAUDEVEIEN,Hele,05.05.2023,07.00-19.00,59.9548048,10.741019
STAVANGERGATA,Uelands Gate – Bergensgata,23.04.2023,19.00-07.00,59.9423514,10.7552121
STAVANGERGATA,Stavangergata – Holmestrandgata (Nr 24/27),03.05.2023,19.00-07.00,59.9423514,10.7552121
STAVANGERGATA,Stavangergata – Bergensgt (Nr 41/43),03.05.2023,19.00-07.00,59.9423514,10.7552121
STEENSTRUPS GATE,Grünersgate – Øvre Foss,12.05.2023,07.00-19.00,59.9251846,10.756157
STEINBORGVEIEN,Hele,03.05.2023,07.00-19.00,59.9035872,10.8064389
STEINGARDVEIEN,Hele,08.05.2023,07.00-19.00,59.9603283,10.7527473
STEINGRIMS VEI,Hele,20.04.2023,07.00-19.00,59.8832634,10.8027105
STEINHAMMERVEIEN,Hele,14.04.2023,07.00-19.00,59.8765382,10.7872629
STEINLIVEIEN,Hele,18.04.2023,07.00-19.00,59.8826337,10.8081169
STEINSPRANGET,Hele,25.04.2023,07.00-19.00,59.8680796,10.8253495
STENBRÅTVEIEN,Hele,27.04.2023,07.00-19.00,59.8555711,10.8212868
STENSBERGSGATA,Pilestredet – Falbes Gt,19.04.2023,07.00-19.00,59.9213087,10.7377491
STENSBERGSGATA,Sofies Gt – Ullevålsveien,24.04.2023,07.00-19.00,59.9213087,10.7377491
STENSGATA,Thereses Gate – Kirkeveien,20.04.2023,07.00-19.00,59.9327222,10.7328943
STIFTAMTMANN KAAS` VEI,Hele,21.04.2023,07.00-19.00,59.9409662,10.732412
STIGENGA,Hele,08.05.2023,07.00-19.00,59.9506739,10.9261742
STJERNEBLOKKVEIEN,Hele,25.04.2023,07.00-19.00,59.9510665,10.8906171
STJERNEMYRVEIEN,Hele,04.05.2023,07.00-19.00,59.918763,10.8580162
STJERNEVEIEN,Hele,16.05.2023,07.00-19.00,59.9597518,10.7053188
STOCKFLETHS GATE,Kierschows Gate – Griffenfeldts Gate,09.05.2023,07.00-19.00,59.9357466,10.7521461
STOCKHOLMGATA,Malmøgata – Chr Michelsens Gt,12.05.2023,07.00-19.00,59.9268465,10.7686815
STORDAMSNARET,Hele,05.05.2023,07.00-19.00,59.9112551,10.8407487
STORDAMVEIEN,Trasopveien – Tvetenveien,05.05.2023,07.00-19.00,59.9109937,10.847149
STORDAMVEIEN,Trasoppveien – Ivar Welles Vei,21.04.2023,07.00-19.00,59.9109937,10.847149
STORDAMVEIEN,Hellerudveien-Ytre Ringvei,09.05.2023,19.00-07.00,59.9109937,10.847149
STORGATA,Hausmanns Gate – Trondheimsveien,03.05.2023,19.00-07.00,59.914737,10.7537397
STORKENEBBVEIEN,Hele,08.05.2023,07.00-19.00,59.9604814,10.7324141
STORMYRVEIEN,Hele,20.04.2023,07.00-19.00,59.9110746,10.8620403
STOVNER,G/S og plasser,25.04.2023,07.00-19.00,59.96085569999999,10.9229984
STOVNER SENTER,Hele,07.05.2023,19.00-07.00,59.9617194,10.926073
STOVNERBAKKEN,fra brua Østeaker til snuplass,05.05.2023,07.00-19.00,59.9506466,10.9297542
STOVNERBAKKEN,Fra Jorines vei til snuplass,08.05.2023,07.00-19.00,59.9506466,10.9297542
STOVNERFARET,Hele,04.05.2023,07.00-19.00,59.955525,10.9306458
STOVNERLIA,Hele,04.05.2023,07.00-19.00,59.9611186,10.9342745
STOVNERVEIEN,Hele,04.05.2023,07.00-19.00,59.9539398,10.9364369
STRØMSBORGVEIEN,Hele,21.04.2023,07.00-19.00,59.9033678,10.6755542
STRØMSTADGATA,Dynekilgata – Vågbyveien,03.05.2023,07.00-19.00,59.9304289,10.7743434
STRØMSVEIEN,Brobekkveien – Nedre Kaldbakkvei,10.05.2023,19.00-07.00,59.9240544,10.8364719
STRØMSVEIEN,Nedre Kalbakkvei-Proffessor Brk,10.05.2023,19.00-07.00,59.9240544,10.8364719
STRØMSVEIEN,Ved Ikea,14.05.2023,19.00-07.00,59.9240544,10.8364719
STRØMSVEIEN,Ensjøveien – St. Halvards Gt,03.05.2023,19.00-07.00,59.9240544,10.8364719
STUBBERUDVEIEN,Hele,15.05.2023,19.00-07.00,59.9296514,10.8545379
STURLAS VEI,Hele,02.05.2023,07.00-19.00,59.9496549,10.6725801
STUTTVEGEN,Hele,13.04.2023,07.00-19.00,59.8583824,10.7930508
STÅLFJÆRA,Hele,07.05.2023,19.00-07.00,59.9484364,10.8752958
STÅLVERKSKROKEN,Hele,09.05.2023,19.00-07.00,59.9169791,10.7899028
STÅLVERKSVEIEN,Malerhaugvn – Gladengveien,09.05.2023,19.00-07.00,59.9168938,10.7935605
STÅRPUTTVEIEN,Hele,08.05.2023,19.00-07.00,60.03331,10.8102876
STØLSVEGEN,Hele,17.04.2023,07.00-19.00,59.9485996,10.8118584
STØTTUMVEIEN,Hele,13.04.2023,07.00-19.00,59.8671055,10.7856343
SUHMS GATE,Fagerborggata – Apalveien,17.04.2023,19.00-07.00,59.9326547,10.7210682
SVALBARDVEIEN,Hele,20.04.2023,07.00-19.00,59.9365082,10.6945483
SVALEVEIEN,Hele,19.04.2023,07.00-19.00,59.8992834,10.7941388
SVANEVEIEN,Hele,09.05.2023,07.00-19.00,59.8813061,10.8282614
SVARTDALSVEIEN,Hele,24.04.2023,19.00-07.00,59.9021084,10.8005257
SVARTTROSTVEIEN,Hele,23.05.2023,07.00-19.00,59.9654772,10.6534667
SVEAVEGEN,Hele,26.04.2023,07.00-19.00,59.8388436,10.8044083
SVEISERVEIEN,Hele,08.05.2023,07.00-19.00,59.9018857,10.8390698
SVEIVA,Hele,28.04.2023,07.00-19.00,59.9648538,10.9063245
SVEN BRUNS GATE,P Plass,19.04.2023,07.00-19.00,59.9193917,10.732987
SVEN BRUNS GATE,Holbergs Gate – Stensberggata,19.04.2023,07.00-19.00,59.9193917,10.732987
SVEN OFTEDALS VEI,Hele,19.04.2023,07.00-19.00,59.9439242,10.8588205
SVENSENGA,Hele,09.05.2023,07.00-19.00,59.9651576,10.7680723
SVENSKERUDVEIEN,Hele,09.05.2023,07.00-19.00,59.8865618,10.8114843
SVENSTUVEIEN,Hele,16.05.2023,07.00-19.00,59.9598981,10.6901901
SVERIGES GATE,Danmarks Gate – Fridtjovs Gate,12.05.2023,07.00-19.00,59.907711,10.791716
SVERRE IVERSENS VEI,Hele,09.05.2023,07.00-19.00,59.9706613,10.8947989
SVERRES GATE,Åkerbergveien – Kjølberggata,15.05.2023,07.00-19.00,59.9108853,10.7756642
SVINGEN,Utsikten – Ekebergveien,28.04.2023,07.00-19.00,59.9011667,10.7792713
SVINGEN TERRASSE,Hele,25.04.2023,07.00-19.00,59.9518013,10.6350463
SVOLDERGATA,Niels Juels gate – Leiv Erikssons Gt,27.04.2023,07.00-19.00,59.9116747,10.707691
SVOVELSTIKKA,Grensesvingen – Fyrstikkalléen,07.05.2023,19.00-07.00,59.9131253,10.796593
SYMREVEIEN,Hele,19.04.2023,07.00-19.00,59.8937603,10.7975509
SYRENVEIEN,Hele,05.05.2023,07.00-19.00,59.9489951,10.7457796
SØLVE SOLFENGS VEI,Hele,26.04.2023,07.00-19.00,59.9549841,10.8557792
SØMVEIEN,Hele,04.05.2023,07.00-19.00,59.9638195,10.7783221
SØNDRE GATE,Markveien – Thv Meyers Gt,03.05.2023,19.00-07.00,59.9186494,10.7584759
SØRBRÅTVEIEN,Hele,08.05.2023,19.00-07.00,60.031435,10.8063312
SØRBYHAUGEN,Hele,25.04.2023,07.00-19.00,59.937456,10.6761145
SØREN BULLS VEI,Hele,27.04.2023,07.00-19.00,59.9403969,10.8994404
SØREN JAABÆKS GATE,Claus riis gate - Vøyensvingen,04.05.2023,07.00-19.00,59.9330385,10.7531928
SØRENGKAIA,Kong Håkon 5s Gate - Snuplass V/ Sørengkaia 171,20.04.2023,19.00-07.00,59.903097,10.7555972
SØRKEDALSVEIEN,Ullerchausseèn-Skøyenveien,19.04.2023,07.00-19.00,59.9387803,10.6805546
SØRKEDALSVEIEN,Ankerveien-Griniveien,24.04.2023,19.00-07.00,59.9387803,10.6805546
SØRKEDALSVEIEN,Thaulows vei -Røahagan,10.05.2023,19.00-07.00,59.9387803,10.6805546
SØRKEDALSVEIEN,Kirkeveien – Thaulows Gate,19.04.2023,19.00-07.00,59.9387803,10.6805546
SØRKELDALSVEIEN,Ankerveien-snuplas,24.04.2023,19.00-07.00,59.9387803,10.6805546
SØRLIGATA,Tøyengata – Kolstadgata,05.05.2023,07.00-19.00,59.9141452,10.7703307
SØRLIVEIEN,Rampe E6 – Grønmo,17.04.2023,19.00-07.00,59.8385979,10.8511075
SØRSLETTA,Hele,27.04.2023,07.00-19.00,59.9559022,10.6347171
SØRUMGATA,Norderhovgata – Bøgata,12.05.2023,07.00-19.00,59.9133934,10.7800185
SØRVANGEN,Hele,26.05.2023,07.00-19.00,59.9179064,10.6528433
TAMBURVEIEN,Hele,26.04.2023,07.00-19.00,59.9512921,10.7697999
TANGERUDBAKKEN,Hele,05.05.2023,07.00-19.00,59.9513336,10.9429798
TANGERUDVEIEN,Hele,05.05.2023,07.00-19.00,59.9554275,10.936927
TANTE ULRIKKES VEI,Hele,28.04.2023,07.00-19.00,59.9578145,10.9182292
TEGLVERKSGATA,Helgesens Gt – Kalstadgata,12.05.2023,07.00-19.00,59.9248059,10.7656536
TEGLVERKSKROKEN,Hele,14.04.2023,07.00-19.00,59.9168691,10.7917484
TEISENVEIEN,Hele,10.05.2023,07.00-19.00,59.9161354,10.8202452
TELEMARKSVINGEN,Normannsgate – Skedsmogata,15.05.2023,07.00-19.00,59.9138723,10.7841681
TELENOR P-PLASS,Hele,18.04.2023,19.00-07.00,59.9421212,10.7776794
TELESVINGEN,Hele,25.04.2023,07.00-19.00,59.9390253,10.6674597
TELTHUSBAKKEN,Akersveien – Maridalsveien,20.04.2023,07.00-19.00,59.9233024,10.7480898
TENNISVEIEN,Hele,16.05.2023,07.00-19.00,59.9529524,10.6993978
TEPPAVEIEN,Hele,03.05.2023,07.00-19.00,59.9560661,10.8846996
TERNEVEIEN,Frydenbergveien – Grenseveien,02.05.2023,07.00-19.00,59.9250774,10.7843331
TERNINGBEKK,Gabels Gate – Framnesveien,14.04.2023,07.00-19.00,59.9118098,10.7093743
TERRASSEVEIEN,Hele,05.05.2023,07.00-19.00,59.9028414,10.8322777
TEVLINGVEIEN,Lindebergåsen – E6 undergang,24.04.2023,07.00-19.00,59.9314149,10.870678
TH. KITTELSENS VEI,Hele,25.05.2023,07.00-19.00,59.9288527,10.6651159
THAULOWS VEI,Hele,19.04.2023,07.00-19.00,59.933529,10.707323
THEODOR KITTELSENS PLASS,Nybrua – Ankerbrua,03.05.2023,07.00-19.00,59.9185797,10.7575761
THEODOR LØVSTADS VEI,Hele,21.04.2023,07.00-19.00,59.9002093,10.6838046
THERESES GATE,Pilestredet – Ullevålsveien,10.05.2023,19.00-07.00,59.9290792,10.7327558
THOMAS HEFTYES GATE,Bygdøy Allé – Gabels Gt,18.04.2023,07.00-19.00,59.9179215,10.7035731
THOMAS HEFTYES PLASS,Plass V/ Bygdøy Allé,18.04.2023,07.00-19.00,59.918607,10.7035375
THOMAS HEFTYES PLASS,Trapp V/ Bygdøy Allé,18.04.2023,07.00-19.00,59.918607,10.7035375
THOMLES GATE,Drammensveien – Observatorie Terrasse,13.04.2023,07.00-19.00,59.9135765,10.7164212
THOR OLSENS GATE,Akersgata – Fredensborgveien,11.05.2023,19.00-07.00,59.918198,10.7459555
THORLEIF HAUGS VEI,Hele,10.05.2023,07.00-19.00,59.9732232,10.6689287
THORLEIFS ALLÈ,Hele,04.05.2023,07.00-19.00,59.9527688,10.7903521
THORN DØNHAUGS VEI,Hele,27.04.2023,07.00-19.00,59.8267973,10.8308853
THORVALD ERICHSENS VEI,Gustav Vigelands vei-Snuplass,24.05.2023,07.00-19.00,59.9234233,10.6915979
THORVALD ERICHSENS VEI,fra Gustav Vigelands vei til Madsrudalle,24.05.2023,07.00-19.00,59.9234233,10.6915979
THORVALD MEYERS GATE,Schleppegrells Gate – Trondheimsveien,09.05.2023,19.00-07.00,59.9243686,10.7592071
THORVALD MEYERS GATE,Sannergata – Biermannsgt,04.05.2023,19.00-07.00,59.9243686,10.7592071
THULSTRUPS GATE,Sogsnveien – Kirkeveien,20.04.2023,07.00-19.00,59.9356589,10.7379453
THUNES VEI,Hele,24.05.2023,07.00-19.00,59.9226451,10.6898372
THURMANNS GATE,Uelandsgate – Maridalsveien,09.05.2023,07.00-19.00,59.9354745,10.7528616
THYGESONS VEI,Hele,08.05.2023,07.00-19.00,59.9091022,10.8258331
TIDEMANDS GATE,Frognerveien – Professor Dahls Gate,18.04.2023,07.00-19.00,59.9227303,10.7101265
TINGSTUVEIEN,Hele,19.05.2023,07.00-19.00,59.9214652,10.6708684
TIRILVEIEN,Hele,05.05.2023,07.00-19.00,59.9553771,10.7451557
TITTUTVEIEN,Hele,18.04.2023,07.00-19.00,59.9264995,10.8431666
TIURVEIN,Hele,21.04.2023,07.00-19.00,59.9417993,10.7334659
TJERNVEIEN,Hele,03.05.2023,07.00-19.00,59.9608488,10.8655268
TJONERUDVEIEN,Hele,05.05.2023,07.00-19.00,59.9519995,10.9398762
TOFTDAHLS VEI,Hele,02.05.2023,07.00-19.00,59.9015627,10.8221683
TOFTES GATE,Sannergata – Rathkes Gate,09.05.2023,19.00-07.00,59.9255457,10.7611433
TOFTES GATE,Sannergata – Biermannsgate,10.05.2023,19.00-07.00,59.9255457,10.7611433
TOKERUDBERGET,Hele,02.05.2023,07.00-19.00,59.9654064,10.9247033
TOKERUDDALEN,Hele,02.05.2023,07.00-19.00,59.965958,10.9186459
TOMM MURSTADBAKKEN,Hele,10.05.2023,07.00-19.00,59.980794,10.666814
TONSENVEIEN,Hele,28.04.2023,07.00-19.00,59.9434546,10.7917379
TOPPÅSVEIEN,Hele,26.04.2023,07.00-19.00,59.8294095,10.8037484
TOR JONSSONS VEG,Hele,04.05.2023,07.00-19.00,59.8859876,10.8509503
TORBJØRNS VEI,Hele,26.04.2023,07.00-19.00,59.9427268,10.9263407
TORE HALS MEJDELLS VEI,Hele,27.04.2023,07.00-19.00,59.9461967,10.6439386
TORE HUNDS VEI,Solefallsveien – Haralds Vei,03.05.2023,07.00-19.00,59.9210499,10.7856185
TORGGATA,Hausmanns Gate – Ankerbrua,08.05.2023,19.00-07.00,59.9159942,10.7514761
TORMODS VEI,Hele,18.04.2023,07.00-19.00,59.8834881,10.7966786
TORS GATE,Eckersbergsgate – Løvenskioldsgate,17.04.2023,19.00-07.00,59.9207973,10.7104999
TORSBORGVEIEN,Hele,17.04.2023,07.00-19.00,59.8771656,10.7833729
TORSHOVDALEN,Hans N. Hauges Gt – Mailundveien,03.05.2023,07.00-19.00,59.9342866,10.7765324
